# CNS11643 中的笔顺表
# 原始数据为 http://www.cns11643.gov.tw/AIDB/Open_Data.zip
㕶	2511251
㕷	25132511
㕸	25141431
㕹	25113344
㕺	25125115
㕻	41324251
㕼	25135345
㕽	25121434
㕾	53425135
㕿	31234251
㖀	251511112
㖁	251341354
㖂	251251153
㖃	251331251
㖄	251434242
㖅	251131543
㖆	251251221
㖇	251132522
㖈	25111212341252
㖉	251342121
㖊	251511154
㖋	343225135
㖌	323525135
㖍	441225135
㖎	251353432
㖏	2512511121
㖐	2512515113
㖑	2511132543
㖒	2514351523
㖓	2513541112
㖔	2511134251
㖕	2514143112
㖖	4143112251
㖗	2512523415
㖘	2511311534
㖙	5325125135
㖚	3215425135
㖛	1225125135
㖜	4125125135
㖝	1123425135
㖞	2512512534
㖟	25134434554
㖠	25113411234
㖡	25141323544
㖢	251413212115
㖣	25141431251
㖤	25155443452
㖥	25125312341
㖦	25112511234
㖧	25135152511
㖨	25155154434
㖩	25112211154
㖪	25112511543
㖫	25111212341252
㖬	25132151154
㖭	25111345444
㖮	25134125122
㖯	25125125135
㖰	25135251251
㖱	41323544251
㖲	53125125135
㖳	44453125135
㖴	25121123533
㖵	25125111134
㖶	251125351121
㖷	251251112134
㖸	251215315151
㖹	251345325221
㖺	251111342511
㖻	251545531234
㖼	251122111234
㖽	251132511134
㖾	251251431523
㖿	251122111552
㗀	251255455452
㗁	251251251115
㗂	251534325111
㗃	251515152511
㗄	251252214153
㗅	251122513544
㗆	251122125112
㗇	251512115154
㗈	251543511253
㗉	111253354251
㗊	251251251251
㗋	251351331134
㗌	251445154121
㗍	251312342511
㗎	251532511234
㗏	251132412121
㗐	251134425221
㗑	251311511112
㗒	251412513534
㗓	2513251514554
㗔	2512153154134
㗕	2511122125121
㗖	2513443321511
㗗	2513532511312
㗘	2511351124154
㗙	2513552335523
㗚	2511252211234
㗛	2513143143134
㗜	2514155425121
㗝	2514311214444
㗞	2511325135254
㗟	444112125135
㗠	5315425125135
㗡	122323525135
㗢	25131251112153
㗣	25112213545252
㗤	13211534543251
㗥	25141251551552
㗦	25112211135352
㗧	25144535154121
㗨	13113453554251
㗩	25154454432511
㗪	251212115554534
㗫	25135445411234
㗬	24345251354354
㗭	25134312344544
㗮	35425141351134
㗯	1213251125135
㗰	25133234342134
㗱	251324111211234
㗲	251511121251211
㗳	251314314341251
㗴	251251125113511
㗵	251433443343534
㗶	251543345153554
㗷	25144511221342534
㗸	251332311252115
㗹	251324111214544
㗺	251113431112111
㗻	2512512252514554
㗼	2512243143111234
㗽	553451154552251
㗾	2511221251123215
㗿	2512511251112515
㘀	251321511431234
㘁	2512522112143112
㘂	2514315545544544
㘃	2512112132514544
㘄	2511234252214153
㘅	25133234112431115
㘆	25112125145154121
㘇	25143344334451234
㘈	25115311345452134
㘉	2513143145115452
㘊	251145244344111251
㘋	251125125542511134
㘌	251215315135333425
㘍	251534324111211543
㘎	251245121221113134
㘏	431325111445425135
㘐	2512111254444413434
㘑	2511211123451154434
㘒	3123431251112125135
㘓	25125112511125431234
㘔	25144511221342511134
㘕	251211212512531125221
㘖	251413413333132511134
㘗	251251112511132411121
㘘	4111251554444554444251
㘙	25125125113121221113134
㘚	25125112511121221113134
㘛	2513412514143135441515111
㘜	41112513241112132411121251
㘝	25541
㘞	25531
㘟	251321
㘠	25454431
㘡	25251121
㘢	252431351
㘣	2525135441
㘤	25444355215121
㘥	25354431125235545341
㘦	12153
㘧	1215455
㘨	1212534
㘩	1211515
㘪	1213115
㘫	1211132
㘬	1213554
㘭	1215545
㘮	1215134
㘯	1213153
㘰	1214412
㘱	12125211
㘲	12151335
㘳	21115121
㘴	25134121
㘵	12113252
㘶	354152121
㘷	121211234
㘸	135415121
㘹	212115121
㘺	121321543
㘻	121251341
㘼	121121315
㘽	121121543
㘾	121445115
㘿	1212511121
㙀	1214453535
㙁	1213155441
㙂	1213425135
㙃	1213212134
㙄	1211515121
㙅	1212511234
㙆	1214451354
㙇	12113533434
㙈	12121531535
㙉	12125122134
㙊	12121111534
㙋	25111212341252
㙌	12151123234
㙍	12154545454
㙎	121131531543
㙏	121312511354
㙐	121252132522
㙑	325125214121
㙒	251215455121
㙓	121121121121
㙔	121521251152
㙕	121251213544
㙖	121325125214
㙗	121251211534
㙘	121125221531
㙙	4441354333121
㙚	1214311213112
㙛	1211351124154
㙜	4125125251121
㙝	1215353533544
㙞	1213251111234
㙟	1214511543511
㙠	13113453554121
㙡	12133234342134
㙢	12112212523434
㙣	12151521111534
㙤	12121531534315
㙥	12141352513534
㙦	34115344412121
㙧	121121525125121
㙨	121554554134543
㙩	121134432511534
㙪	121121451251431
㙫	121324111211234
㙬	123434341344121
㙭	25111212341252
㙮	25111212341252
㙯	121351213541154
㙰	3535121533112121
㙱	2511521531535121
㙲	1214155332411121
㙳	1211312514544543
㙴	1213513354111251
㙵	1214125125251121
㙶	4125124325251121
㙷	12125115545544444
㙸	12132224314311134
㙹	12121122522145354
㙺	12112512125111345
㙻	121413251112135121
㙼	121251212512125121
㙽	121134132511132511
㙾	1213434321151145551
㙿	12143112131234351543
㚀	12121531512514311543
㚁	121121121135121121121135
㚂	1211251245251251112213534
㚃	121453452431
㚄	121452512152134
㚅	354131121
㚆	412511354
㚇	345235354
㚈	35412
㚉	35354354
㚊	354354415334
㚋	35435435121251
㚌	35435425111234
㚍	354354251212511134
㚎	13452
㚏	134132
㚐	134134
㚑	511134
㚒	1343434
㚓	1341234
㚔	13443112
㚕	13451532
㚖	32511134
㚗	13425111
㚘	11341134
㚙	53251134
㚚	134354251
㚛	134152511
㚜	13412511543
㚝	13432121121
㚞	13412341234
㚟	352511515134
㚠	1344311214444
㚡	1341251513412515
㚢	32531
㚣	531531
㚤	531154
㚥	531115
㚦	531132
㚧	531413
㚨	531251
㚩	5313511
㚪	5313115
㚫	5313554
㚬	5313511
㚭	5311354
㚮	5314535
㚯	5313534
㚰	53113241
㚱	53132121
㚲	53121251
㚳	53153251
㚴	53113252
㚵	53135444
㚶	53125151
㚷	53134534
㚸	53151251
㚹	53135352
㚺	53135551
㚻	25121531
㚼	53125121
㚽	12115531
㚾	53125135
㚿	53135515
㛀	53135511
㛁	53114312
㛂	531335215
㛃	111253531
㛄	531413534
㛅	531122111
㛆	531351234
㛇	531413121
㛈	531121315
㛉	25111212341252
㛊	531351234
㛋	531345444
㛌	531543112
㛍	5311343434
㛎	5312513251
㛏	5311544344
㛐	5311251134
㛑	2135454531
㛒	5311251431
㛓	5313413252
㛔	5313541112
㛕	5312515215
㛖	5315435354
㛗	5313434121
㛘	5311245551
㛙	5314143112
㛚	5315435112
㛛	5313251113
㛜	3223134531
㛝	5312511134
㛞	5311121132
㛟	5313525134
㛠	5312452511
㛡	25111212341252
㛢	25111212341252
㛣	5312512534
㛤	5311254254
㛥	53155342511
㛦	53112341234
㛧	53125213251
㛨	53143112135
㛩	53141543544
㛪	53113425115
㛫	53125113533
㛬	53112135121
㛭	53112212511
㛮	531445433454
㛯	531352513553
㛰	531515152511
㛱	531251211534
㛲	531132511134
㛳	414345252531
㛴	531555325341
㛵	531344325121
㛶	531252134334
㛷	312341354531
㛸	531121251431
㛹	531321251134
㛺	531414312511
㛻	531134121121
㛼	531112321511
㛽	531445431534
㛾	531131251543
㛿	531132245252
㜀	531123425111
㜁	25111212341252
㜂	121121154531
㜃	531324111251
㜄	531351251214
㜅	5314155425121
㜆	5314315344554
㜇	5311211214544
㜈	5455335453531
㜉	5315552515215
㜊	5315131221534
㜋	5314313425221
㜌	1214515313554
㜍	5314135112251
㜎	5313443554134
㜏	5312512511134
㜐	5312521251431
㜑	4441351124531
㜒	5313211511132
㜓	5312112341251
㜔	5314143125135
㜕	53112511124554
㜖	53112512212511
㜗	53154545434333
㜘	53121531525111
㜙	53141352211515
㜚	53144532132511
㜛	53112511123534
㜜	53112141533134
㜝	53134151253511
㜞	12511123312531
㜟	53151221113134
㜠	53125232411121
㜡	53133234342134
㜢	53125112512531
㜣	531354413444444
㜤	531125221251112
㜥	531252212511134
㜦	531511121251154
㜧	531134315233534
㜨	531513244343112
㜩	5313253431534134
㜪	4143112343312531
㜫	5313322521353134
㜬	25111212341252
㜭	5312434525125121
㜮	53112512531125221
㜯	53112251255154444
㜰	531325115545541234
㜱	531331233122511134
㜲	5314152515313511354
㜳	5314125221244343534
㜴	5312112252214525111
㜵	5314121112544443534
㜶	53135251151535251354
㜷	51513425234343434531
㜸	21123251514143112531
㜹	531251112511132411121
㜺	5313121353121352511134
㜻	53141112515544445544444544
㜼	53125121251212512144525111
㜽	555551
㜾	5513432
㜿	5515455
㝀	55441551
㝁	352511551
㝂	5511513312
㝃	5513525135
㝄	412515511525
㝅	1214515513554
㝆	551121251431251
㝇	4125155141251551
㝈	4111251554444554444551551
㝉	4451
㝊	44554
㝋	44555
㝌	445354
㝍	4451251
㝎	4454134
㝏	4453432
㝐	4453454
㝑	4454153
㝒	44512251
㝓	445341251
㝔	445413434
㝕	445454454
㝖	445354354
㝗	4454511534
㝘	4454111251
㝙	4451121134
㝚	44532121554
㝛	44532125341
㝜	44512212511
㝝	44512341234
㝞	44512155121
㝟	44512511135
㝠	44525114134
㝡	44512211154
㝢	445325125214
㝣	445111253134
㝤	4451122125121
㝥	4455213431234
㝦	4453241112135
㝧	4455313434121
㝨	4451212513534
㝩	44541351154434
㝪	44512143112354
㝫	445552354131121
㝬	44531212511134
㝭	445424251131121
㝮	445252521123454
㝯	445313425125251
㝰	445325111445354153
㝱	445521321122522145354
㝲	44552132112252214551145252
㝳	15444
㝴	1135154
㝵	25111154
㝶	2522135154
㝷	511121354154
㝸	5343251135
㝹	53433525135
㝺	43151122345343
㝻	122125111215343
㝼	135115
㝽	1355534
㝾	13513121
㝿	13535254
㞀	135134334
㞁	135251115
㞂	1353443531
㞃	34342511354
㞄	13513425115
㞅	13525111234
㞆	13513412515
㞇	135251211534
㞈	135335125122
㞉	1354311213121
㞊	25252112341354
㞋	51354
㞌	513551
㞍	513354
㞎	5135215
㞏	51334134
㞐	51341431
㞑	51351111
㞒	513325111
㞓	513152511
㞔	513354354
㞕	513343511
㞖	513125234
㞗	5131544344
㞘	51313533434
㞙	51331155534
㞚	513112321511
㞛	513332152511
㞜	51333231234531
㞝	13211534543513
㞞	51333234342134
㞟	513431253511134
㞠	513134432511534
㞡	5131211211211213534
㞢	5221
㞣	5233453
㞤	25234
㞥	25234
㞦	25235
㞧	25235
㞨	252551
㞩	252354
㞪	511252
㞫	2524134
㞬	252121
㞭	134252
㞮	252354
㞯	515252
㞰	2523112
㞱	2522511
㞲	2522512
㞳	2524412
㞴	2523515
㞵	2524134
㞶	2524134
㞷	5231121
㞸	2521324
㞹	25212515
㞺	25231134
㞻	25225115
㞼	55534252
㞽	25215543
㞾	25251315
㞿	25212134
㟀	31234252
㟁	25213112
㟂	25255441
㟃	25251251
㟄	252431112
㟅	252345235
㟆	252321512
㟇	2523434121
㟈	2521544344
㟉	2524453112
㟊	2523443551
㟋	2523425135
㟌	2521354333
㟍	2524511534
㟎	2523443531
㟏	2523415251
㟐	2522112415
㟑	2521245551
㟒	2525113251
㟓	2523413252
㟔	2523415251
㟕	2522514412
㟖	2521121132
㟗	23453345352
㟘	25235121251
㟙	25212212511
㟚	12341254252
㟛	25215112211
㟜	25251535534
㟝	25241431251
㟞	25215431543
㟟	25212213455
㟠	25225431252
㟡	252
㟢	25111212341252
㟣	25212343454
㟤	25251154434
㟥	25254134333
㟦	252451251112
㟧	252251251115
㟨	252252132522
㟩	515153134252
㟪	252251211534
㟫	252325115534
㟬	2523211511254
㟭	252515152511
㟮	252445351344
㟯	252445354251
㟰	2524525114134
㟱	2524311214444
㟲	2521332511534
㟳	2521252211234
㟴	2523251213554
㟵	2522522112121
㟶	2521332511534
㟷	2522112341251
㟸	2523251113412
㟹	25212211135352
㟺	25225112512531
㟻	12511123312252
㟼	25212141533134
㟽	25212522111234
㟾	25241351135112
㟿	25221121344132
㠀	32511154444252
㠁	25254545434333
㠂	25212141533134
㠃	25241432512251
㠄	25254454432511
㠅	252332312511354
㠆	252251251251112
㠇	252412515341354
㠈	252251125111121
㠉	252414312511121
㠊	252215315225211
㠋	252251251251115
㠌	252122111343534
㠍	252324111211234
㠎	252324111211234
㠏	252211212112112
㠐	252313425125251
㠑	2522522131112111
㠒	2521252211123425
㠓	25221124511353334
㠔	2525132514143112
㠕	2525523251213554
㠖	2524311213151543
㠗	2523253431234134
㠘	25212533211511134
㠙	25241251451353334
㠚	25222431431121154
㠛	25221123241112154
㠜	25215311345452134
㠝	252113411342511134
㠞	332252131213134252
㠟	252312343533454434
㠠	2522153152512125221
㠡	2524121112544443534
㠢	2523251213554413534
㠣	2521331234312342121
㠤	25241251251112213534
㠥	252251212512125121121
㠦	252211121112521251431
㠧	2524131235123531112111
㠨	2523434123412342522151154154
㠩	345325
㠪	1211
㠫	1213541134
㠬	1212511134
㠭	121121121121
㠮	431224312511121
㠯	51251
㠰	53251515
㠱	51512211134
㠲	25215
㠳	34252
㠴	252534
㠵	415252
㠶	252335
㠷	2523554
㠸	2521134
㠹	2523432
㠺	2525343
㠻	1213252
㠼	25111212341252
㠽	25235444
㠾	35455252
㠿	212115252
㡀	4325234
㡁	252134115
㡂	135425252
㡃	252345325
㡄	252352511
㡅	252354354
㡆	252415325
㡇	2521221115
㡈	2523525135
㡉	25251541554
㡊	25235321511
㡋	25213425115
㡌	25225112511
㡍	32511134252
㡎	25254134333
㡏	252341351125
㡐	252431351125
㡑	312344334252
㡒	252331225111
㡓	252451251112
㡔	545533134252
㡕	252211225134
㡖	252312511121
㡗	2523321531535
㡘	2524315112234
㡙	2523253411515
㡚	2521122125121
㡛	2522112345325
㡜	25235445411234
㡝	25235411124554
㡞	25225112512531
㡟	25212512212511
㡠	252543341251431
㡡	252131251431154
㡢	252251125221135
㡣	4143452521515111
㡤	2522243143111234
㡥	25234431215114544
㡦	25244512332511134
㡧	25244535543341251431
㡨	25234341211121111543
㡩	4111251554444554444252
㡪	2523443513212122515354
㡫	554251135345
㡬	554554135543
㡭	55455415545545
㡮	5545541345433115
㡯	413315
㡰	413115
㡱	413354
㡲	4131543
㡳	4133515
㡴	41341431
㡵	41334154
㡶	41325134
㡷	41312341
㡸	41331211
㡹	41325111
㡺	41325111
㡻	41335352
㡼	25111212341252
㡽	413511112
㡾	413511534
㡿	413431523
㢀	413125234
㢁	413354354
㢂	413325151
㢃	4134511534
㢄	4131251431
㢅	4131121132
㢆	4132511121
㢇	4134111251
㢈	41332411121
㢉	41331234315
㢊	41313412515
㢋	41332354354
㢌	41355212515
㢍	413211225134
㢎	413112321511
㢏	413341351125
㢐	413251225251
㢑	4133241112112
㢒	41321531525111
㢓	41341431251112
㢔	41333234342134
㢕	41355332411121
㢖	413343123425121
㢗	413313425125251
㢘	413431512214444
㢙	4131221251112153
㢚	4132153152512153
㢛	4133412512513434
㢜	4131221251214544
㢝	4133525121444431234
㢞	41354454425121122134
㢟	2121554
㢠	25251554
㢡	52133544154132
㢢	243252513134132
㢣	2112352513134132
㢤	1213554
㢥	251251154
㢦	1251512515154
㢧	5151
㢨	515112
㢩	515354
㢪	515115
㢫	515252
㢬	5151354
㢭	5152154
㢮	51531525
㢯	51551515
㢰	51535254
㢱	51554534
㢲	515515134
㢳	515313534
㢴	515253341
㢵	515341251
㢶	515132511
㢷	515252354
㢸	5155153134
㢹	5154143112
㢺	51541431531
㢻	51531234531
㢼	5154325234
㢽	515122111515
㢾	515125351121
㢿	515325131134
㣀	5151225111134
㣁	5151221335112
㣂	5151251254312
㣃	5151543544515
㣄	515444125111234
㣅	515153515352511
㣆	515134252343434341121
㣇	55133252
㣈	5513325255133252
㣉	121333
㣊	354333
㣋	11324333
㣌	21251333
㣍	54251333
㣎	32511534333
㣏	134251112333
㣐	325115534333
㣑	41351135112333
㣒	432524312511333
㣓	2135454431534333
㣔	33215
㣕	332134
㣖	3321344
㣗	3323351
㣘	33235251
㣙	33225121
㣚	332251251
㣛	332341251
㣜	332113225
㣝	332113543
㣞	332345435
㣟	332121251
㣠	332235444
㣡	332322512
㣢	3324351523
㣣	25111212341252
㣤	33215431543
㣥	33232121154
㣦	33231234531
㣧	33255435115
㣨	33253112251
㣩	33212341234
㣪	332344311354
㣫	332312511121
㣬	332251122111
㣭	332345235354
㣮	332122543112
㣯	3325132433544
㣰	33234312344544
㣱	33211212511134
㣲	33225212513134
㣳	332311222214444
㣴	332122112512134
㣵	3321214311124554
㣶	3324125251125111
㣷	33244545442522115
㣸	3322243135333431121
㣹	33241332324111214544
㣺	4244
㣻	344544
㣼	424534
㣽	5314544
㣾	424544
㣿	424354
㤀	3454544
㤁	11344544
㤂	35544544
㤃	4244153
㤄	4241252
㤅	15354544
㤆	4241354
㤇	4243134
㤈	4244544
㤉	4241553
㤊	4243434
㤋	4243453
㤌	42412211
㤍	121154544
㤎	532514544
㤏	42435444
㤐	212514544
㤑	42413251
㤒	42413412
㤓	42412341
㤔	42432154
㤕	42425252
㤖	42444515
㤗	25111212341252
㤘	42435511
㤙	255114544
㤚	424332115
㤛	424321121
㤜	424134543
㤝	42415435
㤞	424445315
㤟	2512214544
㤠	1354254544
㤡	424135425
㤢	424133511
㤣	4311324544
㤤	424251134
㤥	424415334
㤦	424125134
㤧	424331251
㤨	424122134
㤩	3542514544
㤪	1354554544
㤫	1335114544
㤬	424121121
㤭	424313432
㤮	35311214544
㤯	4242535251
㤰	32312114544
㤱	4241251431
㤲	13434344544
㤳	4241324251
㤴	4241221115
㤵	55131344544
㤶	4241354333
㤷	4243415251
㤸	4241213534
㤹	4241544344
㤺	4244154325
㤻	35345244544
㤼	4241215453
㤽	4241113154
㤾	42445351234
㤿	42413425115
㥀	42412251111
㥁	122522154544
㥂	42425111154
㥃	42425112511
㥄	42412135354
㥅	42434434554
㥆	42451154434
㥇	42415431543
㥈	252212514544
㥉	42441431251
㥊	42435113511
㥋	324135344544
㥌	42435431534
㥍	42412211134
㥎	312343534544
㥏	42425122134
㥐	341251524544
㥑	132511454544
㥒	42434431234
㥓	42413412515
㥔	4241543544
㥕	433443344544
㥖	354134544544
㥗	42425114134
㥘	42412154534
㥙	42425124544
㥚	42432151134
㥛	424125251541
㥜	424251213544
㥝	424515122111
㥞	424431353334
㥟	424551353334
㥠	424521343544
㥡	424513151234
㥢	424431253511
㥣	1341211214544
㥤	5455334154544
㥥	424251125214
㥦	1134343454544
㥧	424132511134
㥨	5311211214544
㥩	42412132511
㥪	424431234531
㥫	424412512511
㥬	4244143454153
㥭	4241113454434
㥮	4243552335523
㥯	34431215114544
㥰	4243211511254
㥱	4241311121115
㥲	12251111344544
㥳	4241332511534
㥴	4243321531535
㥵	4242513533341
㥶	44511221344544
㥷	42413434344544
㥸	51515251214544
㥹	43153434534544
㥺	4241215425221
㥻	13312345434544
㥼	42412121154444
㥽	42411212511134
㥾	42412112132515
㥿	121415331344544
㦀	42435411124554
㦁	125111245544544
㦂	243452512524544
㦃	42441341331121
㦄	413123412344544
㦅	42412213545252
㦆	42421531534315
㦇	42441352211515
㦈	42443112125221
㦉	424121451251431
㦊	424211212112112
㦋	42413412132511
㦌	3115311531154544
㦍	424251251431522
㦎	424511121251211
㦏	424515515122134
㦐	424111251113454
㦑	424121221113134
㦒	424252214111251
㦓	424354413444444
㦔	2511354413444544
㦕	424552354131121
㦖	424251125114544
㦗	4241234123411234
㦘	32511415331344544
㦙	4242511252144544
㦚	414311245444143112
㦛	125332115111344544
㦜	42421123241112154
㦝	344353332511354544
㦞	121512112511544544
㦟	344353325111214544
㦠	25111212341252
㦡	424325115545541234
㦢	4243143145115452
㦣	3325212511521154544
㦤	12145125143135344544
㦥	4244453121252214544
㦦	4242511251132151135
㦧	4243121353121352511
㦨	42425112511125431234
㦩	42455234431215114544
㦪	42441112514334433454
㦫	4243121353121352511134
㦬	4242522155444432411121
㦭	424145244342512512511234341
㦮	111543
㦯	1541543
㦰	34341543
㦱	11121543
㦲	12153543
㦳	121121543
㦴	1354251543
㦵	3112341543
㦶	1154121543
㦷	54351121543
㦸	212511121543
㦹	2511135331543
㦺	13115341541543
㦻	544544325111543
㦼	111343215111543
㦽	13351112511555543
㦾	3351525
㦿	33511234
㧀	33513554
㧁	335112154
㧂	335125121
㧃	15152
㧄	15152
㧅	15153
㧆	151252
㧇	151251
㧈	151515
㧉	1513115
㧊	1511252
㧋	1511344
㧌	1513115
㧍	1514153
㧎	1511553
㧏	1512534
㧐	1515454
㧑	1514354
㧒	15144534
㧓	15133544
㧔	15113543
㧕	15135352
㧖	15133515
㧗	151212115
㧘	2121153115
㧙	15145443
㧚	15112154
㧛	223143115
㧜	15112525
㧝	532513115
㧞	25111212341252
㧟	15144415
㧠	15154534
㧡	151415334
㧢	151251341
㧣	151311234
㧤	15115435
㧥	151312135
㧦	151352511
㧧	1514154325
㧨	151331251
㧩	151351252
㧪	151351355
㧫	151132522
㧬	1213543115
㧭	1215523115
㧮	151321511
㧯	151121315
㧰	15135534
㧱	3412513115
㧲	1514451234
㧳	15134533115
